GO_Biological_Process_2021,dicarboxylic acid catabolic process (GO:0043649),3/14,0.0012046613036396,0.0111603265058613,0,0,17.367166813768755,116.7343986690998,ACOT8;GOT1;GOT2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,respiratory electron transport chain (GO:0022904),3/14,0.0012046613036396,0.0111603265058613,0,0,17.367166813768755,116.7343986690998,ETFDH;ETFA;ETFB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356),3/14,0.0012046613036396,0.0111603265058613,0,0,17.367166813768755,116.7343986690998,NNMT;NAMPT;PARP9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of T cell mediated immunity (GO:0002710),3/14,0.0012046613036396,0.0111603265058613,0,0,17.367166813768755,116.7343986690998,IL4I1;HLA-F;HLA-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of glucose metabolic process (GO:0010907),3/14,0.0012046613036396,0.0111603265058613,0,0,17.367166813768755,116.7343986690998,NNMT;AKT1;SIRT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to peptide hormone (GO:0043434),5/52,0.0012760866573276,0.0117799601035866,0,0,6.806084967773234,45.35545880977715,STAT1;STAT2;AKT1;PCK1;SIRT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),7/105,0.001298364666341,0.0119325000910397,0,0,4.587822014051523,30.493646067353804,SFRP4;TGFB1;ANXA2;AKT1;APOA1;MAPK14;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,purine nucleoside bisphosphate metabolic process (GO:0034032),4/31,0.0013110109968952,0.0119325000910397,0,0,9.456950456950455,62.76537056501819,ACOT9;ACOT8;ACSL6;ACOT13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,ribonucleoside bisphosphate metabolic process (GO:0033875),4/31,0.0013110109968952,0.0119325000910397,0,0,9.456950456950455,62.76537056501819,ACOT9;ACOT8;ACSL6;ACOT13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,organelle transport along microtubule (GO:0072384),4/31,0.0013110109968952,0.0119325000910397,0,0,9.456950456950455,62.76537056501819,UXT;UBB;MAP1S;LRPPRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),13/314,0.0013852258491911,0.0124878519293536,0,0,2.800375559728441,18.431769730564906,SIAH1;CUL1;PSMB8;FBXO30;HERC5;IFI27;UBB;UBC;RPS27A;UBA52;TRIM22;HERC6;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),12/276,0.0013898250467995,0.0124878519293536,0,0,2.943030303030303,19.36095265484357,IFIH1;UBB;DDX58;UBC;RPS27A;TP53;UBA52;HIF1A;USP18;ACTB;CFTR;PSMB8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,epidermal cell differentiation (GO:0009913),5/53,0.0013912834262078,0.0124878519293536,0,0,6.663952225841476,43.832336552010304,DSP;MED1;KRT16;CASP3;IVL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of NIK/NF-kappaB signaling (GO:1901224),5/53,0.0013912834262078,0.0124878519293536,0,0,6.663952225841476,43.832336552010304,APP;EIF2AK2;IFI35;AGER;EGFR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,calcium ion import into cytosol (GO:1902656),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,TRPV6;TRPV5;SLC8A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,catecholamine metabolic process (GO:0006584),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,DDC;TH;PAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cellular response to exogenous dsRNA (GO:0071360),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,IFIH1;DDX58;IFIT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,electron transport chain (GO:0022900),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,ETFDH;ETFA;ETFB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of secretion (GO:0051046),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,OAS2;MYO6;ACSL3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to ethanol (GO:0045471),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,TH;GOT2;SDF4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of leukocyte mediated cytotoxicity (GO:0001911),3/15,0.001488521649702,0.0130446795923211,0,0,15.919093851132686,103.63285257728914,HLA-F;HLA-G;HLA-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of protein localization to plasma membrane (GO:1903076),6/80,0.0015683798577258,0.0136522729897348,0,0,5.197138314785374,33.5616231376672,ITGB1;TGFB1;AKT1;GBP1;ACTB;EGFR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,skin development (GO:0043588),6/80,0.0015683798577258,0.0136522729897348,0,0,5.197138314785374,33.5616231376672,DSP;MED1;COL3A1;KRT16;CASP3;IVL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,phosphatidylcholine biosynthetic process (GO:0006656),4/33,0.0016637715892942,0.0143860783420972,0,0,8.8038513210927,56.332923591926566,LPCAT3;APOA1;PEMT;CEPT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of cytokine production involved in immune response (GO:0002720),4/33,0.0016637715892942,0.0143860783420972,0,0,8.8038513210927,56.332923591926566,HLA-A;HLA-F;HLA-G;HLA-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),13/321,0.0016848377511517,0.0145198309850091,0,0,2.735742518351214,17.470687023217824,RB1;SIAH1;CUL1;SIRT1;PML;PSMB8;IFI27;UBB;UBC;TBL1X;RPS27A;UBA52;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cell-cell junction organization (GO:0045216),6/82,0.0017808666158197,0.0152029302477752,0,0,5.059855521155831,32.03220051616485,DSP;TGFB1;CDH1;TGFB3;PKP1;PKP3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),7/111,0.0017902636394341,0.0152029302477752,0,0,4.321815889029004,27.337181315455425,RB1;HERC5;SYAP1;AKT1;SIRT1;ACTB;SLC8A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,aromatic amino acid family catabolic process (GO:0009074),3/16,0.0018109889925067,0.0152029302477752,0,0,14.69380134428678,92.7749304381329,IL4I1;TDO2;TAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of cellular carbohydrate metabolic process (GO:0010675),3/16,0.0018109889925067,0.0152029302477752,0,0,14.69380134428678,92.7749304381329,SIRT1;PDK2;PDK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of ERBB signaling pathway (GO:1901184),3/16,0.0018109889925067,0.0152029302477752,0,0,14.69380134428678,92.7749304381329,IFI6;RBPJ;EGFR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,serine family amino acid metabolic process (GO:0009069),3/16,0.0018109889925067,0.0152029302477752,0,0,14.69380134428678,92.7749304381329,MTHFD1;SHMT2;SHMT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of collagen biosynthetic process (GO:0032967),3/16,0.0018109889925067,0.0152029302477752,0,0,14.69380134428678,92.7749304381329,TGFB1;TGFB3;AMELX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081),3/16,0.0018109889925067,0.0152029302477752,0,0,14.69380134428678,92.7749304381329,DDX58;HLA-G;SIRT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,receptor-mediated endocytosis (GO:0006898),8/143,0.0018488536452646,0.015470730180053,0,0,3.811500974658869,23.98649784879012,ITGB1;MX2;ALB;CANX;MX1;APOA1;HSPG2;IGF2R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of glucose metabolic process (GO:0010906),4/34,0.0018627102839596,0.0154867643480487,0,0,8.50995670995671,53.49122815241834,AKT1;SIRT1;PDK2;PDK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),4/34,0.0018627102839596,0.0154867643480487,0,0,8.50995670995671,53.49122815241834,EGR1;TGFB1;HIF1A;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of defense response (GO:0031347),6/83,0.0018949569990322,0.0157045318066763,0,0,4.9938884644767,31.304485140725603,HERC5;AHSG;IRF1;CASP1;SAMHD1;USP18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of mitotic cell cycle (GO:0007346),9/178,0.0019710324888277,0.0162829881401887,0,0,3.4306051906965846,21.369918195142965,RB1;APP;TGFB1;RPS6KB1;CUL1;PRKCA;SIRT1;PSMB8;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),7/113,0.0019828655254231,0.0163287402315797,0,0,4.239839158676152,26.38541897100701,ACADL;CPT2;ACSL1;IRF4;PEMT;HADH;DECR1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,anaphase-promoting complex-dependent catabolic process (GO:0031145),6/84,0.0020144956852724,0.0164845482889488,0,0,4.929612870789342,30.600011867595764,RB1;UBB;UBC;RPS27A;UBA52;PSMB8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to insulin (GO:0032868),6/84,0.0020144956852724,0.0164845482889488,0,0,4.929612870789342,30.600011867595764,GOT1;RPS6KB1;SYAP1;AKT1;PCK1;SIRT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),10/214,0.0020256402812916,0.016523619149907,0,0,3.1625762887936637,19.613885237481053,APP;NNMT;TGFB1;GPNMB;LRRK2;GBA;AKT1;SIRT1;AGER;EGFR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),4/35,0.0020775353664315,0.0168938142336154,0,0,8.235023041474655,50.86422103680161,IL4I1;SDC4;GPNMB;HLA-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of mRNA stability (GO:0043488),8/146,0.002106199991978,0.0170733836849721,0,0,3.728070175438596,22.975611494747923,UBB;YWHAB;UBC;AKT1;PRKCA;RPS27A;UBA52;PSMB8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),9/180,0.0021266661633381,0.0171855826408074,0,0,3.390133750217127,20.8601699984198,APP;TGFB1;TGFB3;AHSG;ALB;ANXA5;SDF4;APOA1;PLG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),17/496,0.0021443378713166,0.0172745727894268,0,0,2.310979795477867,14.200796269384943,APP;RNASEL;TGFB1;PRKCB;LRRK2;EIF2AK2;PRKCA;PTK6;TTK;MAPK14;EGFR;PRDX4;RPS6KB1;AKT1;PCK1;PDK2;PDK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of ATPase activity (GO:0032780),3/17,0.002173825019064,0.0172972457038409,0,0,13.643550624133148,83.6522514526279,IFIT1;SIRT1;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of viral entry into host cell (GO:0046597),3/17,0.002173825019064,0.0172972457038409,0,0,13.643550624133148,83.6522514526279,IFITM3;IFITM1;IFITM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of collagen metabolic process (GO:0010714),3/17,0.002173825019064,0.0172972457038409,0,0,13.643550624133148,83.6522514526279,TGFB1;TGFB3;AMELX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of transcription of Notch receptor target (GO:0007221),3/17,0.002173825019064,0.0172972457038409,0,0,13.643550624133148,83.6522514526279,CREBBP;STAT1;RBPJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to reactive oxygen species (GO:0000302),5/59,0.0022498596893685,0.0177839178161715,0,0,5.921703462420075,36.10395937455429,AKT1;SIRT1;HIF1A;PDK2;EGFR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,selective autophagy (GO:0061912),5/59,0.0022498596893685,0.0177839178161715,0,0,5.921703462420075,36.10395937455429,UBB;UBC;RPS27A;UBA52;CFTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,glucose homeostasis (GO:0042593),6/86,0.0022705776456337,0.0177839178161715,0,0,4.805882352941176,29.25687097359952,RBP4;OAS1;PCK1;SIRT1;HIF1A;PDK2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),4/36,0.0023088756157195,0.0177839178161715,0,0,7.977272727272727,48.42997980467698,SIRT1;TP53;PDK2;PML;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,pyridine-containing compound metabolic process (GO:0072524),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,NNMT;AOX1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,embryonic viscerocranium morphogenesis (GO:0048703),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,MTHFD1;MTHFD1L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of protein monoubiquitination (GO:1902525),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,UBB;PDCD6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,glycerol biosynthetic process (GO:0006114),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,GOT1;PCK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,histone-threonine phosphorylation (GO:0035405),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,PRKCB;PRKCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,salivary gland development (GO:0007431),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,TGFB1;TGFB3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,salivary gland morphogenesis (GO:0007435),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,TGFB1;TGFB3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,melanin biosynthetic process (GO:0042438),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,TYRP1;TYR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of macrophage cytokine production (GO:0010936),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,TGFB1;TGFB3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of protein monoubiquitination (GO:1902527),2/5,0.0023515357790851,0.0177839178161715,0,0,42.333333333333336,256.23040114685494,UBB;PDCD6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
